# y+ ()                 
# Time                  	patch                   	min                     	max                     	average                 
21.5                    	Top	1.2397394636376504e+02	1.5977168506150849e+02	1.3793222528676878e+02
21.5                    	Bottom	1.2239105729024241e+02	1.5807989865218752e+02	1.3912031492182183e+02
21.5                    	circle	1.4236079922880231e+01	6.6356935256653102e+01	4.4514431950666115e+01
22                      	Top	1.2396225570865143e+02	1.5976991588356489e+02	1.3793267789160933e+02
22                      	Bottom	1.2239110820209407e+02	1.5808671017016437e+02	1.3912048536161058e+02
22                      	circle	1.5518061127680332e+01	6.6383271933873417e+01	4.4550885871318670e+01
22.5                    	Top	1.2395460578066002e+02	1.5976597362749359e+02	1.3793058128116334e+02
22.5                    	Bottom	1.2239252023480572e+02	1.5809180073975438e+02	1.3912347399351879e+02
22.5                    	circle	1.6848786776750487e+01	6.6429118590548441e+01	4.4627202056126855e+01
23                      	Top	1.2394899252066359e+02	1.5976138471348577e+02	1.3792670053470340e+02
23                      	Bottom	1.2239524436161688e+02	1.5809442480298264e+02	1.3912863617186642e+02
23                      	circle	1.7626408011161583e+01	6.6473916819429803e+01	4.4707801052412385e+01
23.5                    	Top	1.2394377968715906e+02	1.5975830129155514e+02	1.3792261691168994e+02
23.5                    	Bottom	1.2239893252967376e+02	1.5809513941060260e+02	1.3913429921862976e+02
23.5                    	circle	1.7595590817366983e+01	6.6497376427792474e+01	4.4759057815847648e+01
24                      	Top	1.2393792130027329e+02	1.5975840351600777e+02	1.3792008456647110e+02
24                      	Bottom	1.2240293212903059e+02	1.5809543939853708e+02	1.3913864639449426e+02
24                      	circle	1.6803080472402989e+01	6.6488116196059835e+01	4.4757450683457876e+01
24.5                    	Top	1.2393233481068825e+02	1.5976163901561708e+02	1.3792054649154232e+02
24.5                    	Bottom	1.2240582553883597e+02	1.5809615687697695e+02	1.3914025290087875e+02
24.5                    	circle	1.5513668613586827e+01	6.6449045119071982e+01	4.4700694640812003e+01
25                      	Top	1.2392800750633482e+02	1.5976635321035965e+02	1.3792385358485478e+02
25                      	Bottom	1.2240674521173152e+02	1.5809819124846598e+02	1.3913886360745920e+02
25                      	circle	1.4283919955976117e+01	6.6398688242019887e+01	4.4611297702361846e+01
25.5                    	Top	1.2392575868382065e+02	1.5977070386607107e+02	1.3792845870683544e+02
25.5                    	Bottom	1.2240621721858730e+02	1.5810200518558176e+02	1.3913581013198649e+02
25.5                    	circle	1.3722580259174917e+01	6.6360653157663663e+01	4.4534623966323842e+01
26                      	Top	1.2392616419115407e+02	1.5977231114374553e+02	1.3793257670646418e+02
26                      	Bottom	1.2240452763420160e+02	1.5810630860907460e+02	1.3913283148923318e+02
26                      	circle	1.4173791999429014e+01	6.6352491298574989e+01	4.4507491080093430e+01
26.5                    	Top	1.2392859242955770e+02	1.5977065038909120e+02	1.3793466212665155e+02
26.5                    	Bottom	1.2240276933068837e+02	1.5810987720063270e+02	1.3913181158955686e+02
26.5                    	circle	1.5420689548121873e+01	6.6377367229227858e+01	4.4540653869107686e+01
27                      	Top	1.2393143966650837e+02	1.5976667766425709e+02	1.3793371064476185e+02
27                      	Bottom	1.2240260996609599e+02	1.5811219741194859e+02	1.3913360086638477e+02
27                      	circle	1.6770874081638642e+01	6.6423113891859941e+01	4.4615969134498826e+01
27.5                    	Top	1.2393343511391632e+02	1.5976199084993482e+02	1.3793059403009840e+02
27.5                    	Bottom	1.2240404728467892e+02	1.5811251554136953e+02	1.3913771914823320e+02
27.5                    	circle	1.7602600799132752e+01	6.6469206403134450e+01	4.4698335313177459e+01
28                      	Top	1.2393378610331621e+02	1.5975872891298988e+02	1.3792694345046525e+02
28                      	Bottom	1.2240664437325944e+02	1.5811120735447159e+02	1.3914250980348672e+02
28                      	circle	1.7628716510971064e+01	6.6494881495626700e+01	4.4753287853813141e+01
28.5                    	Top	1.2393226837275584e+02	1.5975856756811450e+02	1.3792453060589477e+02
28.5                    	Bottom	1.2240977251031120e+02	1.5810974434975728e+02	1.3914615979010381e+02
28.5                    	circle	1.6885517107978309e+01	6.6488355613498598e+01	4.4756431736160685e+01
29                      	Top	1.2393034502926427e+02	1.5976158976547106e+02	1.3792499566032748e+02
29                      	Bottom	1.2241186370226292e+02	1.5810874431898986e+02	1.3914709756679855e+02
29                      	circle	1.5606959094577268e+01	6.6450810378535493e+01	4.4703176888551155e+01
29.5                    	Top	1.2392920719997876e+02	1.5976624166120442e+02	1.3792826368001604e+02
29.5                    	Bottom	1.2241205998528693e+02	1.5810915812073836e+02	1.3914506167736752e+02
29.5                    	circle	1.4344895249357892e+01	6.6400429780837186e+01	4.4614538489927241e+01
30                      	Top	1.2392965756934541e+02	1.5977070198028568e+02	1.3793287121034479e+02
30                      	Bottom	1.2241084293783020e+02	1.5811147167735615e+02	1.3914130949305022e+02
30                      	circle	1.3714619484080938e+01	6.6360766482805289e+01	4.4535379681588928e+01
30.5                    	Top	1.2393214989267007e+02	1.5977254928952792e+02	1.3793705205339984e+02
30.5                    	Bottom	1.2240853202357204e+02	1.5811450416595841e+02	1.3913758093669063e+02
30.5                    	circle	1.4091507351471714e+01	6.6350201341041597e+01	4.4503963558645744e+01
31                      	Top	1.2393602526780903e+02	1.5977105787411330e+02	1.3793920776571119e+02
31                      	Bottom	1.2240611803099293e+02	1.5811694471568615e+02	1.3913575890576584e+02
31                      	circle	1.5306287659525864e+01	6.6373165707822409e+01	4.4533285808125783e+01
31.5                    	Top	1.2393972363388065e+02	1.5976716252714044e+02	1.3793826393719391e+02
31.5                    	Bottom	1.2240536172943405e+02	1.5811835580079835e+02	1.3913683836498137e+02
31.5                    	circle	1.6681600276931647e+01	6.6418434201886626e+01	4.4607243560196764e+01
32                      	Top	1.2394208982400789e+02	1.5976239215672436e+02	1.3793500502474396e+02
32                      	Bottom	1.2240630673223438e+02	1.5811792324138423e+02	1.3914039790897621e+02
32                      	circle	1.7574333521109555e+01	6.6465743134625583e+01	4.4691200471645935e+01
32.5                    	Top	1.2394254401689545e+02	1.5975891350391282e+02	1.3793105709965440e+02
32.5                    	Bottom	1.2240854526009345e+02	1.5811595877924219e+02	1.3914484806225605e+02
32.5                    	circle	1.7664517695816500e+01	6.6493856003573242e+01	4.4749910705204087e+01
33                      	Top	1.2394095452570951e+02	1.5975849967185007e+02	1.3792824809941263e+02
33                      	Bottom	1.2241142036980632e+02	1.5811386093344467e+02	1.3914832368360356e+02
33                      	circle	1.6972173342260302e+01	6.6489938799757368e+01	4.4757832816805312e+01
33.5                    	Top	1.2393886438793845e+02	1.5976132746137390e+02	1.3792824760871525e+02
33.5                    	Bottom	1.2241339026900685e+02	1.5811225094335416e+02	1.3914919875291744e+02
33.5                    	circle	1.5711431643018489e+01	6.6454133128980914e+01	4.4708329561142740e+01
34                      	Top	1.2393748182321175e+02	1.5976593171679031e+02	1.3793112796046697e+02
34                      	Bottom	1.2241349361897346e+02	1.5811208020971969e+02	1.3914706498788107e+02
34                      	circle	1.4415642765040634e+01	6.6403650862580434e+01	4.4620463903968499e+01
34.5                    	Top	1.2393766208479330e+02	1.5977051620910535e+02	1.3793551102194183e+02
34.5                    	Bottom	1.2241214843098875e+02	1.5811388233182802e+02	1.3914311464093407e+02
34.5                    	circle	1.3712021172837314e+01	6.6362144262497353e+01	4.4538467911620849e+01
35                      	Top	1.2393983101503713e+02	1.5977263883544734e+02	1.3793959767703555e+02
35                      	Bottom	1.2240968630900230e+02	1.5811654765063923e+02	1.3913906430281395e+02
35                      	circle	1.4008953828643584e+01	6.6348860204913578e+01	4.4502260951950234e+01
35.5                    	Top	1.2394344660204970e+02	1.5977135615206279e+02	1.3794177621880584e+02
35.5                    	Bottom	1.2240702007300088e+02	1.5811871313868286e+02	1.3913682128533426e+02
35.5                    	circle	1.5185779898288173e+01	6.6369574792073550e+01	4.4527207895903715e+01
36                      	Top	1.2394692352086760e+02	1.5976758568756247e+02	1.3794086287513667e+02
36                      	Bottom	1.2240597881101857e+02	1.5811994183794644e+02	1.3913752599163624e+02
36                      	circle	1.6583915927094459e+01	6.6414071850821159e+01	4.4599323247879234e+01
36.5                    	Top	1.2394903762336203e+02	1.5976276244950617e+02	1.3793752101807129e+02
36.5                    	Bottom	1.2240667616348902e+02	1.5811936916133422e+02	1.3914080809711069e+02
36.5                    	circle	1.7538972145003779e+01	6.6462397060118249e+01	4.4684517780564136e+01
37                      	Top	1.2394918293901981e+02	1.5975907086443797e+02	1.3793332525232287e+02
37                      	Bottom	1.2240875073860586e+02	1.5811723982905454e+02	1.3914516341606202e+02
37                      	circle	1.7696812159828823e+01	6.6492921655791534e+01	4.4746845210170640e+01
37.5                    	Top	1.2394723483401185e+02	1.5975837089126239e+02	1.3793017313847810e+02
37.5                    	Bottom	1.2241155698201194e+02	1.5811489954201375e+02	1.3914870297754635e+02
37.5                    	circle	1.7059639513316188e+01	6.6491778271051771e+01	4.4759651176450511e+01
38                      	Top	1.2394460223761240e+02	1.5976100089008955e+02	1.3792975080724332e+02
38                      	Bottom	1.2241360758560833e+02	1.5811307995589385e+02	1.3914974838538637e+02
38                      	circle	1.5821992798097492e+01	6.6457901624461613e+01	4.4714168659228434e+01
38.5                    	Top	1.2394263141303094e+02	1.5976555861227556e+02	1.3793228639619545e+02
38.5                    	Bottom	1.2241382957175047e+02	1.5811266988725876e+02	1.3914774370397308e+02
38.5                    	circle	1.4495709058743149e+01	6.6407466798762897e+01	4.4627416429129390e+01
39                      	Top	1.2394224572567566e+02	1.5977024916583483e+02	1.3793651417228156e+02
39                      	Bottom	1.2241249250630439e+02	1.5811420602840957e+02	1.3914377704794936e+02
39                      	circle	1.3718597293588406e+01	6.6364130551888252e+01	4.4542685322402647e+01
39.5                    	Top	1.2394389647771445e+02	1.5977266356806311e+02	1.3794059605706985e+02
39.5                    	Bottom	1.2241004947013742e+02	1.5811679316674773e+02	1.3913958472731218e+02
39.5                    	circle	1.3931109456789985e+01	6.6348021999979238e+01	4.4501534694785988e+01
40                      	Top	1.2394714784718731e+02	1.5977161003439014e+02	1.3794289602545103e+02
40                      	Bottom	1.2240724246627555e+02	1.5811891550361509e+02	1.3913703503133749e+02
40                      	circle	1.5060753729328589e+01	6.6366190181857704e+01	4.4521728439593780e+01
40.5                    	Top	1.2395039068323858e+02	1.5976799115428167e+02	1.3794211049778198e+02
40.5                    	Bottom	1.2240601284017012e+02	1.5812018736826633e+02	1.3913747254736384e+02
40.5                    	circle	1.6479496975991204e+01	6.6409756482116521e+01	4.4591606386389699e+01
41                      	Top	1.2395236976706653e+02	1.5976313503817957e+02	1.3793880730733184e+02
41                      	Bottom	1.2240654345348352e+02	1.5811968291502026e+02	1.3914056205313835e+02
41                      	circle	1.7496156769534434e+01	6.6458931031258956e+01	4.4677717235152521e+01
41.5                    	Top	1.2395239320093029e+02	1.5975925170435499e+02	1.3793449571140039e+02
41.5                    	Bottom	1.2240851802333995e+02	1.5811756660048320e+02	1.3914489987565139e+02
41.5                    	circle	1.7723808004035536e+01	6.6491792901072671e+01	4.4743493627250167e+01
42                      	Top	1.2395028595712118e+02	1.5975825016689049e+02	1.3793108568274087e+02
42                      	Bottom	1.2241130003703043e+02	1.5811511490451375e+02	1.3914856442893137e+02
42                      	circle	1.7145398826678040e+01	6.6493537345156085e+01	4.4761253376826680e+01
42.5                    	Top	1.2394732361485777e+02	1.5976066183006381e+02	1.3793032422860580e+02
42.5                    	Bottom	1.2241347967143834e+02	1.5811319852344170e+02	1.3914984867681807e+02
42.5                    	circle	1.5936064794544160e+01	6.6461774606323644e+01	4.4720044027118234e+01
43                      	Top	1.2394495872230284e+02	1.5976516691832666e+02	1.3793257821320196e+02
43                      	Bottom	1.2241387528451362e+02	1.5811263589627256e+02	1.3914805738782437e+02
43                      	circle	1.4584025442052530e+01	6.6411582817691226e+01	4.4634838950102342e+01
43.5                    	Top	1.2394419604339764e+02	1.5976993397904852e+02	1.3793671485639391e+02
43.5                    	Bottom	1.2241259429512681e+02	1.5811397939246800e+02	1.3914413368395353e+02
43.5                    	circle	1.3734527199800894e+01	6.6366512391446093e+01	4.4547601629427646e+01
44                      	Top	1.2394548224900684e+02	1.5977264265185096e+02	1.3794084311274264e+02
44                      	Bottom	1.2241022180252986e+02	1.5811655524410031e+02	1.3913985771565416e+02
44                      	circle	1.3859366525658606e+01	6.6347549918931904e+01	4.4501494816389837e+01
44.5                    	Top	1.2394852537707629e+02	1.5977183946785837e+02	1.3794333108156778e+02
44.5                    	Bottom	1.2240733232778967e+02	1.5811871990047925e+02	1.3913705916525089e+02
44.5                    	circle	1.4935993904705319e+01	6.6363042439560772e+01	4.4516693810621547e+01
45                      	Top	1.2395169699563822e+02	1.5976839244560765e+02	1.3794275986983908e+02
45                      	Bottom	1.2240594030992111e+02	1.5812010328742545e+02	1.3913725210731747e+02
45                      	circle	1.6369046897386767e+01	6.6405426743795161e+01	4.4583955947257834e+01
45.5                    	Top	1.2395370407090759e+02	1.5976352382745438e+02	1.3793956553417345e+02
45.5                    	Bottom	1.2240631684258854e+02	1.5811972360620845e+02	1.3914015597323129e+02
45.5                    	circle	1.7445704867993765e+01	6.6455279122724136e+01	4.4670669728265693e+01
46                      	Top	1.2395379295511565e+02	1.5975945549010393e+02	1.3793521144200813e+02
46                      	Bottom	1.2240820279306894e+02	1.5811767903148098e+02	1.3914448644567128e+02
46                      	circle	1.7744840954421036e+01	6.6490396705156343e+01	4.4739724601940026e+01
46.5                    	Top	1.2395170382861266e+02	1.5975815692493057e+02	1.3793160314943347e+02
46.5                    	Bottom	1.2241097147831674e+02	1.5811518124520640e+02	1.3914829065040126e+02
46.5                    	circle	1.7228148254041507e+01	6.6495087985466228e+01	4.4762456463882572e+01
47                      	Top	1.2394860556158579e+02	1.5976032658065017e+02	1.3793054368591905e+02
47                      	Bottom	1.2241327538899779e+02	1.5811318205917178e+02	1.3914982610158839e+02
47                      	circle	1.6052313969299227e+01	6.6465624528640987e+01	4.4725757473872200e+01
47.5                    	Top	1.2394601183290786e+02	1.5976475815297729e+02	1.3793254407642019e+02
47.5                    	Bottom	1.2241385556337677e+02	1.5811248624598406e+02	1.3914827648545420e+02
47.5                    	circle	1.4679441291871237e+01	6.6415882012161958e+01	4.4642526320111848e+01
48                      	Top	1.2394500525820263e+02	1.5976959367937644e+02	1.3793660508131597e+02
48                      	Bottom	1.2241266245008798e+02	1.5811366247581290e+02	1.3914443599831657e+02
48                      	circle	1.3759914479391329e+01	6.6369217576787946e+01	4.4553090921808909e+01
48.5                    	Top	1.2394604469691625e+02	1.5977258905774448e+02	1.3794080709911805e+02
48.5                    	Bottom	1.2241037566790030e+02	1.5811623642927279e+02	1.3914010490330992e+02
48.5                    	circle	1.3794539013190427e+01	6.6347398140686053e+01	4.4502071985902909e+01
49                      	Top	1.2394894541621464e+02	1.5977205611337976e+02	1.3794349224417365e+02
49                      	Bottom	1.2240742974811589e+02	1.5811845716169623e+02	1.3913707687520781e+02
49                      	circle	1.4812178976621853e+01	6.6360097672241366e+01	4.4512081442444092e+01
49.5                    	Top	1.2395212563776154e+02	1.5976878696478022e+02	1.3794317186212390e+02
49.5                    	Bottom	1.2240586254900521e+02	1.5811994026735462e+02	1.3913701190690310e+02
49.5                    	circle	1.6252985577237968e+01	6.6401077601240502e+01	4.4576345224689945e+01
50                      	Top	1.2395424704373434e+02	1.5976392521031593e+02	1.3794012981339861e+02
50                      	Bottom	1.2240609412223020e+02	1.5811971674024170e+02	1.3913972855950226e+02
50                      	circle	1.7387399245149446e+01	6.6451426207278530e+01	4.4663348425533222e+01
50.5                    	Top	1.2395448497427272e+02	1.5975969161812461e+02	1.3793577429460598e+02
50.5                    	Bottom	1.2240788635244783e+02	1.5811776776377499e+02	1.3914404146210157e+02
50.5                    	circle	1.7759397826138969e+01	6.6488716488235340e+01	4.4735504783636244e+01
51                      	Top	1.2395249759390292e+02	1.5975809214534047e+02	1.3793199536272442e+02
51                      	Bottom	1.2241062832299015e+02	1.5811523444200623e+02	1.3914797368388599e+02
51                      	circle	1.7306994652536883e+01	6.6496381632925349e+01	4.4763189761950613e+01
51.5                    	Top	1.2394935862801144e+02	1.5976000266459914e+02	1.3793065771172166e+02
51.5                    	Bottom	1.2241305384152065e+02	1.5811316741994065e+02	1.3914976555758847e+02
51.5                    	circle	1.6169798353011874e+01	6.6469392492845586e+01	4.4731218205574216e+01
52                      	Top	1.2394661200950394e+02	1.5976433992059719e+02	1.3793240914768563e+02
52                      	Bottom	1.2241382118676560e+02	1.5811234296899394e+02	1.3914847288362287e+02
52                      	circle	1.4781366957338985e+01	6.6420314660374558e+01	4.4650382597492715e+01
52.5                    	Top	1.2394541035913332e+02	1.5976924567467626e+02	1.3793637977885894e+02
52.5                    	Bottom	1.2241275212272697e+02	1.5811337391075085e+02	1.3914475024575987e+02
52.5                    	circle	1.3794877007707571e+01	6.6372222386227691e+01	4.4559102524599432e+01
53                      	Top	1.2394623780702558e+02	1.5977249957825191e+02	1.3794064929296289e+02
53                      	Bottom	1.2241052643786456e+02	1.5811589579055669e+02	1.3914036076382857e+02
53                      	circle	1.3737390016427355e+01	6.6347566590751811e+01	4.4503255743942667e+01
53.5                    	Top	1.2394901554690479e+02	1.5977228003365300e+02	1.3794352954620737e+02
53.5                    	Bottom	1.2240758969011908e+02	1.5811822692026357e+02	1.3913714489866541e+02
53.5                    	circle	1.4690265260755348e+01	6.6357379381565480e+01	4.4507927184506165e+01
54                      	Top	1.2395225398606001e+02	1.5976918036250856e+02	1.3794350406343773e+02
54                      	Bottom	1.2240581810417480e+02	1.5811978046038743e+02	1.3913680632849284e+02
54                      	circle	1.6131938710765944e+01	6.6396722205568267e+01	4.4568811431987392e+01
54.5                    	Top	1.2395450454748324e+02	1.5976433953283797e+02	1.3794062297867885e+02
54.5                    	Bottom	1.2240589141551121e+02	1.5811970473804431e+02	1.3913931114902164e+02
54.5                    	circle	1.7321211874726298e+01	6.6447387345384641e+01	4.4655770653984000e+01
55                      	Top	1.2395491458431977e+02	1.5975995837062965e+02	1.3793629185857827e+02
55                      	Bottom	1.2240758176005410e+02	1.5811786491881381e+02	1.3914358898324130e+02
55                      	circle	1.7767122722159623e+01	6.6486744451366675e+01	4.4730823761454438e+01
55.5                    	Top	1.2395307959085767e+02	1.5975806171550798e+02	1.3793236882597623e+02
55.5                    	Bottom	1.2241028737089141e+02	1.5811530974967135e+02	1.3914763942694543e+02
55.5                    	circle	1.7380918757540091e+01	6.6497381113902676e+01	4.4763419564747601e+01
56                      	Top	1.2394993066647102e+02	1.5975969399452097e+02	1.3793074889332740e+02
56                      	Bottom	1.2241282055205770e+02	1.5811317313873988e+02	1.3914968070490087e+02
56                      	circle	1.6286360570008490e+01	6.6473042969559074e+01	4.4736389018564694e+01
56.5                    	Top	1.2394706730021980e+02	1.5976391525081797e+02	1.3793224809082204e+02
56.5                    	Bottom	1.2241377368012219e+02	1.5811221922870627e+02	1.3914865485601175e+02
56.5                    	circle	1.4889205599811540e+01	6.6424850892495826e+01	4.4658344854599605e+01
57                      	Top	1.2394568524660376e+02	1.5976887307710129e+02	1.3793610960875267e+02
57                      	Bottom	1.2241283313929851e+02	1.5811309217012689e+02	1.3914506518001014e+02
57                      	circle	1.3839217520279945e+01	6.6375504381388197e+01	4.4565594802819291e+01
57.5                    	Top	1.2394632033883914e+02	1.5977237870139865e+02	1.3794044153747120e+02
57.5                    	Bottom	1.2241068855937267e+02	1.5811556450468788e+02	1.3914064345858742e+02
57.5                    	circle	1.3688515248426919e+01	6.6348057458545455e+01	4.4505052900506783e+01
58                      	Top	1.2394897670399673e+02	1.5977247306381207e+02	1.3794351269044591e+02
58                      	Bottom	1.2240775831113521e+02	1.5811798140955509e+02	1.3913724263328638e+02
58                      	circle	1.4570866007094779e+01	6.6354885132191868e+01	4.4504246601092035e+01
58.5                    	Top	1.2395225530057182e+02	1.5976956721225974e+02	1.3794378275940599e+02
58.5                    	Bottom	1.2240578499213422e+02	1.5811959621311823e+02	1.3913662306888284e+02
58.5                    	circle	1.6006525817590592e+01	6.6392375026228237e+01	4.4561402171648325e+01
59                      	Top	1.2395465047817478e+02	1.5976476652442122e+02	1.3794108316194738e+02
59                      	Bottom	1.2240571002030727e+02	1.5811969123596202e+02	1.3913890989604846e+02
59                      	circle	1.7247261594777356e+01	6.6443175400761547e+01	4.4647972671679398e+01
59.5                    	Top	1.2395523953193877e+02	1.5976025423811907e+02	1.3793679582007124e+02
59.5                    	Bottom	1.2240728933610497e+02	1.5811796953787911e+02	1.3914313355822102e+02
59.5                    	circle	1.7767731726151148e+01	6.6484465104868605e+01	4.4725700971642695e+01
60                      	Top	1.2395357164521587e+02	1.5975806354550028e+02	1.3793274403794098e+02
60                      	Bottom	1.2240993664177222e+02	1.5811539004214433e+02	1.3914727920111747e+02
60                      	circle	1.7449001573280814e+01	6.6498042415280366e+01	4.4763119737571152e+01
60.5                    	Top	1.2395044608162496e+02	1.5975940245593173e+02	1.3793084768932937e+02
60.5                    	Bottom	1.2241257724736573e+02	1.5811320026968849e+02	1.3914957433544447e+02
60.5                    	circle	1.6402256959163104e+01	6.6476549122602307e+01	4.4741217997332704e+01
61                      	Top	1.2394748558098885e+02	1.5976348769005401e+02	1.3793209029975520e+02
61                      	Bottom	1.2241371617684544e+02	1.5811212214005519e+02	1.3914882489710314e+02
61                      	circle	1.5002309590831288e+01	6.6429458827081561e+01	4.4666351580088630e+01
61.5                    	Top	1.2394592679437650e+02	1.5976847693255527e+02	1.3793582249849729e+02
61.5                    	Bottom	1.2241290956892368e+02	1.5811282692497306e+02	1.3914538366868240e+02
61.5                    	circle	1.3892660351730704e+01	6.6379038953949348e+01	4.4572526371165878e+01
62                      	Top	1.2394636812632821e+02	1.5977222306611074e+02	1.3794020036993419e+02
62                      	Bottom	1.2241085540773601e+02	1.5811523634239018e+02	1.3914094788493725e+02
62                      	circle	1.3648373268057187e+01	6.6348869876713891e+01	4.4507453431821254e+01
62.5                    	Top	1.2394888705123584e+02	1.5977263316399282e+02	1.3794344904809648e+02
62.5                    	Bottom	1.2240792973341128e+02	1.5811771313064028e+02	1.3913736445238177e+02
62.5                    	circle	1.4454817043099414e+01	6.6352635292387262e+01	4.4501064508368572e+01
63                      	Top	1.2395221052763772e+02	1.5976994461840818e+02	1.3794403219575602e+02
63                      	Bottom	1.2240577929262005e+02	1.5811940972783867e+02	1.3913647628173698e+02
63                      	circle	1.5877429012901985e+01	6.6388078588781568e+01	4.4554170840669983e+01
63.5                    	Top	1.2395473709148449e+02	1.5976520277195709e+02	1.3794152097644005e+02
63.5                    	Bottom	1.2240555002497094e+02	1.5811967389034061e+02	1.3913852670806949e+02
63.5                    	circle	1.7165752591921926e+01	6.6438809629332610e+01	4.4639999318078104e+01
64                      	Top	1.2395549665602398e+02	1.5976058220253282e+02	1.3793729011568720e+02
64                      	Bottom	1.2240700875457968e+02	1.5811807972764234e+02	1.3914267184241243e+02
64                      	circle	1.7760918976521008e+01	6.6481879452116630e+01	4.4720168391067318e+01
64.5                    	Top	1.2395403618855580e+02	1.5975809292894800e+02	1.3793314135432036e+02
64.5                    	Bottom	1.2240959361708245e+02	1.5811549692130654e+02	1.3914690957867344e+02
64.5                    	circle	1.7511863264273281e+01	6.6498408207918686e+01	4.4762295695910318e+01
65                      	Top	1.2395093390551712e+02	1.5975913043500185e+02	1.3793096004632523e+02
65                      	Bottom	1.2241232125792850e+02	1.5811324501088433e+02	1.3914944320252064e+02
65                      	circle	1.6516164604438696e+01	6.6479880615288437e+01	4.4745684483077262e+01
65.5                    	Top	1.2394788732312793e+02	1.5976305789465630e+02	1.3793193704541230e+02
65.5                    	Bottom	1.2241363669303222e+02	1.5811203600204794e+02	1.3914897114581643e+02
65.5                    	circle	1.5120202916863002e+01	6.6434106781726854e+01	4.4674356615788305e+01
66                      	Top	1.2394615670165285e+02	1.5976805835657024e+02	1.3793552242730433e+02
66                      	Bottom	1.2241297220535799e+02	1.5811256891413595e+02	1.3914569703516472e+02
66                      	circle	1.3955278893753057e+01	6.6382817219563222e+01	4.4579884532681199e+01
66.5                    	Top	1.2394640578655347e+02	1.5977203588015175e+02	1.3793993147143198e+02
66.5                    	Bottom	1.2241102269132961e+02	1.5811491184592134e+02	1.3914127104825607e+02
66.5                    	circle	1.3617848951659250e+01	6.6350016559118060e+01	4.4510491549270512e+01
67                      	Top	1.2394879397902402e+02	1.5977276428286291e+02	1.3794336062928019e+02
67                      	Bottom	1.2240812422344332e+02	1.5811745015669050e+02	1.3913752773413248e+02
67                      	circle	1.4343294877346667e+01	6.6350661052226073e+01	4.4498446005062405e+01
67.5                    	Top	1.2395213474635015e+02	1.5977030274950232e+02	1.3794424435012380e+02
67.5                    	Bottom	1.2240579063619330e+02	1.5811920536424748e+02	1.3913635955809283e+02
67.5                    	circle	1.5745903041770063e+01	6.6383873071937046e+01	4.4547201377186809e+01
68                      	Top	1.2395478275731570e+02	1.5976564704921145e+02	1.3794193635619177e+02
68                      	Bottom	1.2240541432998164e+02	1.5811965283971350e+02	1.3913816636155340e+02
68                      	circle	1.7077125846466046e+01	6.6434324747397099e+01	4.4631915820728452e+01
68.5                    	Top	1.2395571544647929e+02	1.5976091851050913e+02	1.3793777345695830e+02
68.5                    	Bottom	1.2240675014047632e+02	1.5811820290731256e+02	1.3914221177765009e+02
68.5                    	circle	1.7746903914563926e+01	6.6479079869443780e+01	4.4714295199918865e+01
69                      	Top	1.2395444955524587e+02	1.5975818025438531e+02	1.3793354286245201e+02
69                      	Bottom	1.2240926914908771e+02	1.5811563205227327e+02	1.3914654184879970e+02
69                      	circle	1.7569352374417253e+01	6.6498466388382710e+01	4.4760957519108679e+01
69.5                    	Top	1.2395140284011589e+02	1.5975888357178133e+02	1.3793108929783259e+02
69.5                    	Bottom	1.2241206323629589e+02	1.5811332097368023e+02	1.3914929506329244e+02
69.5                    	circle	1.6628665945341698e+01	6.6483022326939590e+01	4.4749753292050904e+01
70                      	Top	1.2394828692003259e+02	1.5976262963146507e+02	1.3793179458753508e+02
70                      	Bottom	1.2241354525989011e+02	1.5811197459429292e+02	1.3914910029784954e+02
70                      	circle	1.5241988688956017e+01	6.6438766194734754e+01	4.4682286173827329e+01
70.5                    	Top	1.2394640193271769e+02	1.5976762348579058e+02	1.3793522407534385e+02
70.5                    	Bottom	1.2241304069562398e+02	1.5811234612006598e+02	1.3914602022616074e+02
70.5                    	circle	1.4026527762303113e+01	6.6386816869409458e+01	4.4587608373929598e+01
71                      	Top	1.2394644440407700e+02	1.5977181789953582e+02	1.3793963915922606e+02
71                      	Bottom	1.2241119591790388e+02	1.5811459807655308e+02	1.3914161369785191e+02
71                      	circle	1.3597112298466341e+01	6.6351493136608326e+01	4.4514134365729269e+01
71.5                    	Top	1.2394867769749391e+02	1.5977285770175982e+02	1.3794322267669591e+02
71.5                    	Bottom	1.2240831970252222e+02	1.5811716415198538e+02	1.3913771234870163e+02
71.5                    	circle	1.4237106535166268e+01	6.6348976747309436e+01	4.4496400539537802e+01
72                      	Top	1.2395203079058066e+02	1.5977062173194699e+02	1.3794441060255429e+02
72                      	Bottom	1.2240582927313905e+02	1.5811899923390735e+02	1.3913626705764298e+02
72                      	circle	1.5612935338966931e+01	6.6379825860055803e+01	4.4540520455856011e+01
72.5                    	Top	1.2395479034169983e+02	1.5976609718240525e+02	1.3794232469112825e+02
72.5                    	Bottom	1.2240530719999867e+02	1.5811963038854054e+02	1.3913783290985722e+02
72.5                    	circle	1.6981803484439784e+01	6.6429747680272285e+01	4.4623755618321056e+01
73                      	Top	1.2395589870939848e+02	1.5976127299158790e+02	1.3793824743140240e+02
73                      	Bottom	1.2240651228882612e+02	1.5811833214759409e+02	1.3914175974955504e+02
73                      	circle	1.7725436813155476e+01	6.6476039609406612e+01	4.4708091398328719e+01
